省份,城市,河流,流域,断面名称,监测时间,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-7 16:00,9.226,14.179,6.524,0.025,0.0517,1.021
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-7 16:00,8.443,13.952,6.422,0.025,0.1055,1.216
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-7 16:00,8.402,7.433,2.702,0.025,0.0134,0.063
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-7 16:00,8.83,8.662,3.156,0.025,0.0423,1.057
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-7 20:00,7.929,8.396,3.078,0.0611,0.035,0.997
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-7 20:00,8.368,8.968,5.707,0.025,0.0683,1.108
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-7 20:00,8.931,11.296,6.096,0.0258,0.0494,0.943
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-7 20:00,7.67,7.473,3.492,0.0399,0.087,1.069
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-7 20:00,8.848,9.923,2.898,0.044,0.0122,0.052
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-7 20:00,8.74,8.006,3.185,0.025,0.0471,1.057
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-8 0:00,7.855,8.114,3.078,0.0588,0.0338,1.007
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-8 0:00,8.234,8.326,5.707,0.025,0.0665,1.022
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-8 0:00,8.658,9.608,6.096,0.0315,0.0514,0.946
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-8 0:00,7.625,7.275,3.492,0.0261,0.0872,1.069
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-8 0:00,8.554,7.77,2.898,0.0518,0.0124,0.069
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-8 0:00,8.54,7.349,3.399,0.0296,0.0502,1.207
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-8 4:00,7.752,7.774,2.91,0.0664,0.0346,1.01
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-8 4:00,8.241,8.241,6.838,0.025,0.0668,1.024
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-8 4:00,8.293,7.888,6.207,0.0315,0.0533,0.978
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-8 4:00,7.606,7.277,3.726,0.0264,0.0941,1.044
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-8 4:00,8.711,9.065,2.711,0.0554,0.0125,0.059
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-8 4:00,8.5,6.974,3.534,0.0493,0.0513,1.346
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-8 8:00,7.713,7.647,3.181,0.0661,0.0316,0.981
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-8 8:00,8.31,8.606,6.309,0.025,0.0671,1.123
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-8 8:00,8.108,7.345,6.154,0.0341,0.0547,1.192
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-8 8:00,7.662,7.593,3.292,0.0345,0.0819,1.005
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-8 8:00,8.696,8.552,2.883,0.0589,0.0117,0.051
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-8 8:00,8.36,6.634,3.203,0.0632,0.0497,1.213
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-8 12:00,7.926,8.353,2.756,0.0481,0.0312,0.96
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-8 12:00,8.712,11.042,6.762,0.025,0.0623,1.249
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-8 12:00,9.189,12.438,6.055,0.025,0.0483,1.053
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-8 12:00,7.987,9.847,3.534,0.025,0.0781,1.062
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-8 12:00,8.845,9.461,2.868,0.0369,0.0118,0.079
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-8 12:00,8.49,7.46,3.234,0.0361,0.0426,1.04
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-8 16:00,8.234,9.641,3.114,0.0431,0.0279,0.914
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-8 16:00,8.6,10.109,6.142,0.025,0.0616,1.072
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-8 16:00,9.296,14.298,7.102,0.025,0.0555,1.018
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-8 16:00,8.501,14.43,4.98,0.025,0.0809,1.13
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-8 16:00,8.907,9.653,2.86,0.0402,0.0123,0.065
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-8 16:00,8.56,7.54,3.143,0.0265,0.0431,0.969
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-8 20:00,7.927,8.346,3.213,0.0542,0.0366,1.03
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-8 20:00,8.347,8.447,5.578,0.025,0.0631,0.985
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-8 20:00,8.577,8.787,6.489,0.025,0.0522,1.051
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-8 20:00,8.115,9.814,4.171,0.025,0.0865,1.093
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-8 20:00,8.834,9.24,2.737,0.0496,0.0116,0.075
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-8 20:00,8.59,7.392,3.259,0.0283,0.0433,1.012
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-9 0:00,7.855,8.065,3.213,0.066,0.0323,1.03
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-9 0:00,7.989,6.832,5.578,0.025,0.0686,0.985
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-9 0:00,8.414,8.087,6.489,0.025,0.0658,1.051
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-9 0:00,8.054,9.184,4.171,0.025,0.0826,1.133
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-9 0:00,8.642,7.974,2.737,0.0494,0.0121,0.063
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-9 0:00,8.43,6.934,3.245,0.0324,0.0452,1.057
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-9 4:00,7.78,7.771,2.948,0.0668,0.0268,0.972
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-9 4:00,7.913,6.478,5.283,0.025,0.0664,0.957
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-9 4:00,8.308,7.588,6.381,0.025,0.0687,1.167
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-9 4:00,7.698,7.579,3.414,0.025,0.0832,1.072
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-9 4:00,8.622,7.833,2.851,0.0533,0.0121,0.059
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-9 4:00,8.37,6.657,3.196,0.0403,0.0471,1.046
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-9 8:00,7.797,7.847,3.043,0.0632,0.0234,0.908
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-9 8:00,7.908,6.341,5.316,0.025,0.0734,1.01
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-9 8:00,8.278,7.584,6.642,0.025,0.0674,1.085
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-9 8:00,7.657,7.628,3.278,0.025,0.0827,1.11
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-9 8:00,8.423,7.062,2.688,0.0481,0.0102,0.06
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-9 8:00,8.34,6.619,3.098,0.0448,0.0495,1.082
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-9 12:00,8.042,8.706,2.949,0.0319,0.0265,0.915
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-9 12:00,8.882,11.105,5.316,0.025,0.0592,1.122
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-9 12:00,9.054,12.225,7.01,0.025,0.0639,0.879
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-9 12:00,8.131,10.513,4.939,0.025,0.0837,1.131
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-9 12:00,8.63,7.708,3.028,0.0472,0.0125,0.088
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-9 12:00,8.65,7.352,3.337,0.0255,0.0561,1.152
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-9 16:00,8.171,9.122,2.816,0.0276,0.0213,0.74
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-9 16:00,8.818,10.567,8.381,0.025,0.0577,0.887
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-9 16:00,9.378,16.133,8.124,0.025,0.0682,0.723
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-9 16:00,8.31,11.591,4.253,0.025,0.0703,1.048
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-9 16:00,8.867,9.384,2.909,0.0264,0.0121,0.057
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-9 16:00,8.84,8.068,3.153,0.0257,0.0527,1.217
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-9 20:00,8.033,8.448,2.849,0.0587,0.0214,0.791
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-9 20:00,8.624,9.065,8.083,0.025,0.0932,0.888
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-9 20:00,8.865,9.841,6.517,0.025,0.0655,0.919
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-9 20:00,8.399,11.436,4.499,0.025,0.0726,0.952
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-9 20:00,8.867,8.891,2.942,0.0516,0.0122,0.069
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-9 20:00,8.87,8.053,3.454,0.025,0.0566,1.155
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-10 0:00,7.99,8.165,2.849,0.0633,0.0214,0.791
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-10 0:00,8.419,7.992,8.083,0.025,0.102,0.888
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-10 0:00,8.804,9.02,6.517,0.025,0.0696,0.919
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-10 0:00,8.098,9.371,4.499,0.025,0.0726,0.952
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-10 0:00,8.761,7.871,2.942,0.0539,0.0117,0.061
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-10 0:00,8.82,7.747,3.006,0.025,0.0586,1.307
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-10 4:00,7.933,7.878,2.785,0.0646,0.0182,0.715
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-10 4:00,8.275,7.404,7.419,0.025,0.0963,0.858
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-10 4:00,8.747,8.465,7.044,0.025,0.0676,0.905
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-10 4:00,8.016,8.871,4.037,0.025,0.0758,0.959
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-10 4:00,8.611,6.861,2.805,0.0546,0.0119,0.062
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-10 4:00,8.69,7.222,3.147,0.025,0.0614,1.252
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-10 8:00,7.88,7.742,2.908,0.0907,0.017,0.325
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-10 8:00,8.274,7.519,7.777,0.025,0.0971,0.952
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-10 8:00,9.014,8.969,6.013,0.025,0.0565,0.763
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-10 8:00,8.074,9.237,4.231,0.025,0.0637,0.946
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-10 8:00,8.423,6.161,2.853,0.0571,0.0111,0.068
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-10 8:00,8.55,6.941,2.529,0.025,0.0609,1.338
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-10 12:00,7.966,7.904,2.454,0.039174151,0.0207,0.653
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-10 12:00,8.991,11.984,9.521,0.025,0.1032,1.179
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-10 12:00,9.505,13.858,7.311,0.025,0.0546,0.688
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-10 12:00,8.722,16.71,6.347,0.025,0.0787,1.12
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-10 12:00,8.498,6.332,2.768,0.0443,0.0117,0.075
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-10 12:00,8.66,7.862,2.898,0.025,0.0697,1.408
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-10 16:00,8.058,8.51,2.491,0.0315,0.0186,0.249
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-10 16:00,9.109,13.046,9.327,0.025,0.0948,1.288
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-10 16:00,9.504,14.815,7.291,0.025,0.0618,0.919
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-10 16:00,8.337,13.776,4.961,0.025,0.0562,0.903
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-10 16:00,8.869,8.524,2.851,0.0407,0.0118,0.07
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-10 16:00,8.71,7.721,2.859,0.0323,0.0595,1.27
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-10 20:00,8.092,8.621,2.647,0.0543,0.0161,0.3
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-10 20:00,8.942,11.351,9.197,0.025,0.0996,1.041
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-10 20:00,9.224,12.254,6.834,0.025,0.0494,0.817
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-10 20:00,8.228,12.86,4.625,0.025,0.052,0.908
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-10 20:00,8.786,7.76,2.796,0.0536,0.0119,0.074
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-10 20:00,8.77,8.326,2.319,0.025,0.0636,1.314
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-11 0:00,7.883,7.865,2.647,0.0681,0.0161,0.3
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-11 0:00,8.491,8.355,9.197,0.025,0.0984,1.041
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-11 0:00,8.92,9.278,6.834,0.025,0.0415,0.817
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-11 0:00,8.149,10.638,4.625,0.025,0.052,0.908
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-11 0:00,8.791,7.983,2.796,0.0559,0.0115,0.065
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-11 0:00,8.61,7.363,2.521,0.0271,0.0623,1.265
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-11 4:00,7.859,7.774,2.727,0.0721,0.0182,0.312
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-11 4:00,8.389,7.609,7.815,0.025,0.1017,0.906
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-11 4:00,8.721,7.792,6.439,0.025,0.0497,0.881
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-11 4:00,7.878,9.16,4.053,0.025,0.0644,0.814
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-11 4:00,8.682,7.215,3.049,0.0591,0.0111,0.061
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-11 4:00,8.61,7.323,2.62,0.025,0.0595,1.256
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-11 8:00,7.858,7.796,2.953,0.0643,0.0179,0.315
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-11 8:00,8.682,9.1,9.133,0.025,0.1103,1.105
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-11 8:00,8.765,7.974,6.24,0.025,0.0463,0.835
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-11 8:00,7.799,9.281,3.88,0.025,0.0649,0.937
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-11 8:00,8.63,6.986,2.766,0.0463,0.0115,0.071
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-11 8:00,8.53,6.942,2.357,0.025,0.0606,1.315
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-11 12:00,7.949,7.97,2.535,0.04,0.0195,0.259
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-11 12:00,9.089,11.639,6.587,0.025,0.1001,1.215
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-11 12:00,9.281,12.193,8.349,0.025,0.0448,0.711
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-11 12:00,7.942,13.625,4.796,0.025,0.0585,0.981
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-11 12:00,8.786,8.343,2.91,0.0422,0.0121,0.082
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-11 12:00,8.64,7.756,2.258,0.025,0.0668,1.313
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-11 16:00,8.007,8.192,2.678,0.0428,0.0178,0.295
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-11 16:00,9.395,16.984,9.345,0.025,0.097,1.396
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-11 16:00,9.456,13.302,8.004,0.025,0.0391,0.69
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-11 16:00,7.852,14.445,5.501,0.025,0.0596,1.181
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-11 16:00,8.848,8.599,2.887,0.0373,0.0122,0.073
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-11 16:00,8.88,8.742,2.472,0.025,0.0632,1.257
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-11 20:00,7.988,8.275,2.892,0.052,0.0165,0.326
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-11 20:00,9.186,13.467,8.325,0.025,0.0915,1.101
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-11 20:00,9.218,11.075,6.822,0.025,0.0385,0.702
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-11 20:00,7.851,13.559,4.895,0.025,0.0663,0.86
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-11 20:00,8.93,9.147,2.89,0.0425,0.0134,0.068
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-11 20:00,9.09,10.003,2.604,0.025,0.0554,1.173
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-12 0:00,7.856,7.771,2.892,0.0602,0.0165,0.326
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-12 0:00,8.51,8.045,8.325,0.025,0.0915,1.101
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-12 0:00,8.902,8.434,6.822,0.025,0.0414,0.702
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-12 0:00,7.715,9.462,4.895,0.025,0.0663,0.86
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-12 0:00,8.817,8.139,2.89,0.0482,0.0134,0.068
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-12 0:00,8.95,8.988,2.81,0.025,0.0556,1.144
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-12 4:00,7.795,7.557,2.81,0.0657,0.0194,0.35
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-12 4:00,8.436,7.314,6.454,0.025,0.1002,0.88
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-12 4:00,8.716,7.319,6.239,0.025,0.0447,0.799
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-12 4:00,7.507,8.667,4.09,0.025,0.0644,0.88
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-12 4:00,8.78,7.712,3.016,0.0561,0.0117,0.055
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-12 4:00,8.83,8.248,2.957,0.025,0.0564,1.178
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-12 8:00,7.773,7.566,2.89,0.0719,0.0204,0.568
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-12 8:00,8.239,6.83,5.72,0.025,0.1108,1.026
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-12 8:00,8.736,7.601,10.847,0.025,0.0734,0.918
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-12 8:00,7.419,8.448,3.86,0.025,0.0628,0.852
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-12 8:00,8.77,7.821,2.955,0.0609,0.0101,0.059
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-12 8:00,8.75,7.782,2.847,0.025,0.0579,1.212
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-12 12:00,7.807,7.523,2.54,0.0324,0.0217,0.814
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-12 12:00,8.77,10.109,7.104,0.025,0.1069,1.235
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-12 12:00,9.25,12.029,9.699,0.025,0.0554,0.807
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-12 12:00,7.546,11.462,4.382,0.025,0.0615,0.959
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-12 12:00,8.709,7.598,3.025,0.0392,0.0116,0.075
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-12 12:00,8.89,8.371,2.65,0.025,0.0579,1.178
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-12 16:00,7.886,7.787,2.621,0.0416,0.0222,0.283
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-12 16:00,8.78,10.157,6.791,0.025,0.0998,2.294
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-12 16:00,9.383,12.993,8.228,0.025,0.0554,0.722
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-12 16:00,7.599,14.807,5.636,0.025,0.0611,0.997
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-12 16:00,8.954,9.295,3.038,0.044,0.0114,0.05
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-12 16:00,9.02,9.08,3.002,0.025,0.0513,1.012
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-12 20:00,7.819,7.652,2.98,0.0518,0.0225,0.792
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-12 20:00,8.512,8.264,5.923,0.025,0.0921,0.961
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-12 20:00,9.318,12.83,7.991,0.025,0.0321,0.74
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-12 20:00,7.602,12.221,4.471,0.025,0.0707,0.822
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-12 20:00,8.646,8.903,3.063,0.045,0.0122,0.069
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-12 20:00,9.04,8.563,3.245,0.025,0.0502,1.056
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-13 0:00,7.75,7.458,2.98,0.0673,0.0213,0.792
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-13 0:00,8.315,7.187,5.923,0.025,0.0954,0.961
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-13 0:00,9.044,9.88,7.991,0.025,0.0913,0.74
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-13 0:00,7.329,10.899,4.471,0.025,0.0707,0.822
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-13 0:00,8.6,8.158,3.063,0.0516,0.0122,0.059
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-13 0:00,9.02,8.169,3.147,0.025,0.0505,1.056
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-13 4:00,7.737,7.405,2.838,0.0734,0.0246,0.81
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-13 4:00,8.047,5.928,5.315,0.025,0.1071,0.817
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-13 4:00,8.908,8.876,7.384,0.025,0.0939,1
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-13 4:00,7.197,9.447,4.239,0.025,0.0627,0.881
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-13 4:00,8.496,7.465,2.893,0.0495,0.0119,0.05
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-13 4:00,8.9,7.61,2.988,0.025,0.0535,1.104
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-13 8:00,7.706,7.365,2.628,0.0787,0.0226,0.345
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-13 8:00,8.038,6.271,5.458,0.025,0.1049,0.791
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-13 8:00,8.767,8.087,7.299,0.025,0.1037,0.971
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-13 8:00,7.103,8.403,4.107,0.025,0.0715,0.866
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-9-13 8:00,8.437,7.557,2.938,0.0619,0.0103,0.05
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-9-13 8:00,8.8,7.191,2.859,0.025,0.0552,1.078
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-9-13 12:00,7.698,7.486,3.005,0.0682,0.0455,0.973
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-9-13 12:00,8.269,7.232,5.884,0.025,0.105,0.815
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-9-13 12:00,8.689,7.893,7.799,0.025,0.1057,0.955
江苏省,无锡市,太湖,太湖流域,拖山,2022-9-13 12:00,7.185,8.789,4.274,0.025,0.0874,0.865
